language,length,average_word_length,frequency_of_1,frequency_of_0,frequency_of_01,frequency_of_10,frequency_of_11,frequency_of_00,nc,levenshtein,special,classe
"['0110100', '10100', '1', '0', '00', '0010011']",6,3.83,3.655352480417754,2.3498694516971277,1.3054830287206265,1.3054830287206265,1.3054830287206265,0.5221932114882506,36.0,3.8666666666666667,0.002391561096562036,False
"['001010', '1', '11111', '010', '011', '01110', '000']",7,3.71,3.2345013477088944,3.773584905660377,1.3477088948787062,1.0781671159029649,0.5390835579514824,1.0781671159029649,49.0,2.857142857142857,0.006846903063349597,False
"['0000', '001', '0101', '1', '11']",5,2.8,2.857142857142857,2.142857142857143,1.0714285714285714,0.35714285714285715,1.0714285714285714,0.35714285714285715,25.0,2.3,1.4557855872401975e-07,False
"['0111', '11101', '110', '1', '0', '1010', '1000100', '000']",8,3.5,4.0,3.999999999999999,1.1428571428571428,1.7142857142857142,0.8571428571428571,0.8571428571428571,64.0,3.0357142857142856,0.06919225778285852,False
"['1', '110100', '0', '00', '01', '0001100', '11011', '1011000', '110111']",9,4.11,4.37956204379562,4.62287104622871,1.45985401459854,1.70316301703163,1.21654501216545,1.7031630170316299,81.0,3.6944444444444446,57.58023840249798,False
"['011001', '111', '0101', '01', '10000', '01100', '111010', '10']",8,4.12,3.8834951456310676,4.126213592233009,1.699029126213592,1.6990291262135924,0.970873786407767,0.970873786407767,64.0,2.8214285714285716,1.8085656479439607,False
"['1', '0', '01', '110101', '0011100']",5,3.4,2.3529411764705883,2.6470588235294117,1.1764705882352942,0.8823529411764706,0.5882352941176471,0.5882352941176471,25.0,3.8,6.6999412112186e-05,False
"['0001110', '101100', '1', '01100']",4,4.75,2.1052631578947367,1.894736842105263,0.631578947368421,0.8421052631578947,0.631578947368421,0.631578947368421,16.0,3.6666666666666665,6.26029396387206e-05,False
"['1100011', '1101100', '1110111', '01000', '01', '10000', '1010', '10010', '000']",9,5.0,4.8,4.2,1.4,2.0,1.4,1.2000000000000002,81.0,3.138888888888889,12684.672018652098,False
"['001', '111', '0101', '1', '1000011', '110010', '01', '1111']",8,3.75,3.2,4.8,1.5999999999999999,1.0666666666666667,1.0666666666666667,1.3333333333333335,64.0,2.892857142857143,0.13398586305333474,False
"['0000', '0', '000001', '10111']",4,4.0,2.75,1.25,0.5,0.25,1.0,0.25,16.0,3.6666666666666665,5.719157664157918e-08,False
"['00', '01', '1001001', '010', '0000100', '0100110', '11010', '10']",8,4.38,5.022831050228311,2.9680365296803655,1.8264840182648403,2.0547945205479454,1.5981735159817354,0.4566210045662101,64.0,3.3214285714285716,1.7555137598358073,False
"['000101', '0', '01', '11100', '1111', '011']",6,3.5,2.571428571428571,3.428571428571428,1.1428571428571428,0.5714285714285714,0.5714285714285714,1.1428571428571428,36.0,3.066666666666667,0.00011898828835746152,False
"['101', '111', '001100', '1', '000001', '01100', '1010', '00010', '011', '10']",10,3.8,5.526315789473685,4.473684210526316,1.8421052631578945,1.8421052631578947,1.5789473684210524,1.0526315789473684,100.0,2.8222222222222224,84.31205310023682,False
"['00', '1', '11']",3,1.67,1.1976047904191618,1.7964071856287427,0.0,0.0,0.5988023952095809,0.5988023952095809,9.0,1.6666666666666667,9.705237248267983e-09,False
"['0000', '11', '1000110', '1011', '00000', '11110', '101000', '01011', '100', '10']",10,4.3,5.58139534883721,4.418604651162791,1.1627906976744187,2.0930232558139537,1.627906976744186,1.3953488372093024,100.0,2.9555555555555557,203.0691924116802,False
"['1', '0', '010', '001000', '0101101', '11011', '000']",7,3.71,4.0431266846361185,2.9649595687331534,1.6172506738544474,1.3477088948787062,0.8086253369272236,0.8086253369272236,49.0,3.4285714285714284,0.022592969943660623,False
"['001', '010101', '110', '1', '01100', '0011', '0010011', '100', '10']",9,3.78,4.761904761904763,4.2328042328042335,2.1164021164021167,1.8518518518518523,1.5873015873015874,1.0582010582010584,81.0,2.8333333333333335,1.3310913320224609,False
"['0101', '1', '11', '1101', '00', '0', '100010', '1000111', '10']",9,3.22,4.347826086956522,4.658385093167702,1.5527950310559004,1.8633540372670805,0.9316770186335404,0.9316770186335404,81.0,2.888888888888889,0.09268864547969008,False
"['0000', '1110', '1', '0', '000']",5,2.6,3.4615384615384612,1.5384615384615383,0.0,0.3846153846153846,1.1538461538461537,0.3846153846153846,25.0,2.6,3.85991149988258e-07,False
"['1110', '1101', '110011', '01', '001011', '00', '10001', '10', '1110000']",9,4.22,4.265402843601896,4.739336492890995,1.4218009478672986,1.6587677725118484,1.4218009478672986,1.4218009478672986,81.0,3.138888888888889,118.00522850523568,False
"['1000010', '1', '0', '01', '10000', '0011', '1010', '0111100', '0101100', '00111']",10,4.3,5.5813953488372094,4.4186046511627906,1.8604651162790697,1.8604651162790697,1.8604651162790697,1.1627906976744187,100.0,3.511111111111111,1903.46806799492,False
"['1', '111001', '110010', '1101', '01', '00', '0011', '11010', '100', '10111']",10,3.8,4.2105263157894735,5.789473684210526,1.8421052631578945,2.1052631578947367,1.3157894736842104,1.5789473684210524,100.0,2.7555555555555555,108.78921882420607,False
"['0000', '101', '0001111', '000', '010001']",5,4.6,3.2608695652173916,1.7391304347826089,0.8695652173913044,0.4347826086956522,1.0869565217391306,0.4347826086956522,25.0,3.1,0.0002789925730810604,False
"['101011', '1', '0', '00', '00000', '00101', '10101', '00110']",8,3.75,4.8,3.2,1.8666666666666667,1.6,1.3333333333333333,0.5333333333333333,64.0,3.0714285714285716,0.37944775460046964,False
"['111', '1', '0001011']",3,3.67,1.0899182561307903,1.907356948228883,0.5449591280653951,0.2724795640326976,0.2724795640326976,0.5449591280653951,9.0,4.0,2.6772590180579247e-06,False
"['0111', '1110', '1', '1101', '01', '0000110', '00100', '0100', '100']",9,3.78,4.761904761904763,4.2328042328042335,1.5873015873015877,1.5873015873015877,1.5873015873015877,1.0582010582010584,81.0,2.8055555555555554,3.936205610312966,False
"['110', '0', '0001001', '0001', '1011', '1001', '11001', '01010', '000', '0101110']",10,4.3,5.58139534883721,4.4186046511627906,2.3255813953488373,2.0930232558139537,1.3953488372093024,0.9302325581395349,100.0,2.888888888888889,2760.2475550172567,False
"['000000', '010100', '0', '00', '01', '100010', '00101', '11000']",8,4.12,5.825242718446602,2.1844660194174756,1.4563106796116505,1.4563106796116503,1.9417475728155336,0.24271844660194175,64.0,3.2142857142857144,0.02185943999172781,False
"['0000', '0101010', '010100', '11', '0', '1101', '01', '1000', '000', '11000']",10,3.8,6.315789473684211,3.6842105263157894,1.8421052631578947,2.1052631578947367,1.5789473684210524,0.7894736842105263,100.0,2.7555555555555555,2.3628979150737948,False
"['0110100', '010110', '1', '101010', '0', '0111001', '101000', '10101', '011', '100']",10,4.5,5.111111111111111,4.888888888888889,2.666666666666667,2.8888888888888893,0.8888888888888888,0.8888888888888888,100.0,3.3555555555555556,5986.0675353857805,False
"['001', '1', '1110100', '100101', '0011', '1001', '11001', '11000']",8,4.38,3.881278538812786,4.109589041095891,1.5981735159817354,1.5981735159817354,1.5981735159817354,0.9132420091324202,64.0,2.892857142857143,4.366507477205933,False
"['0111', '0', '1101', '1011', '0010', '011011']",6,3.83,2.3498694516971277,3.6553524804177546,1.5665796344647518,1.0443864229765012,0.2610966057441253,1.3054830287206265,36.0,2.6,0.0026997384272186096,False
"['111', '10100', '1', '11', '01', '1001100', '0010']",7,3.43,3.206997084548105,3.7900874635568513,1.1661807580174925,1.4577259475218658,1.1661807580174925,0.8746355685131194,49.0,2.8095238095238093,0.009537709404209706,False
"['110000', '11', '10000', '0011', '1010', '10101', '0000001', '1111', '01010']",9,4.67,4.925053533190578,4.0685224839400425,1.498929336188437,1.7130620985010707,1.7130620985010707,1.0706638115631693,81.0,2.9444444444444446,1552.277568946953,False
"['001', '00', '0001', '1010000', '0010111', '01011', '00010', '011', '10111']",9,4.56,5.043859649122807,3.947368421052632,2.192982456140351,1.3157894736842106,1.5350877192982457,0.8771929824561404,81.0,2.861111111111111,130.26431772519518,False
"['101', '001', '1110110', '0', '101000', '10001']",6,4.17,3.117505995203837,2.877697841726619,1.1990407673860912,1.4388489208633095,0.7194244604316546,0.47961630695443647,36.0,3.2666666666666666,0.015237522648904198,False
"['0000', '1', '11', '0', '01', '1010011', '0100', '1000100']",8,3.5,4.857142857142857,3.1428571428571423,1.4285714285714284,1.4285714285714284,1.7142857142857142,0.5714285714285714,64.0,3.3214285714285716,0.00785748416458829,False
"['1101', '00', '01', '0010', '1111110', '1111', '000', '11000']",8,3.88,3.6082474226804124,4.381443298969073,0.7731958762886599,1.0309278350515465,1.0309278350515465,1.8041237113402064,64.0,3.0714285714285716,0.9123551815693219,False
"['111011', '111', '0101', '110', '11', '10100', '0', '00', '10110', '1011']",10,3.5,3.7142857142857135,6.285714285714284,1.714285714285714,2.2857142857142856,0.5714285714285714,1.9999999999999996,100.0,2.466666666666667,13.380640515294857,False
"['1', '001001', '00', '110001', '0110110', '10']",6,4.0,3.25,2.75,1.25,1.25,1.0,0.75,36.0,3.7333333333333334,0.00665055680471202,False
"['101', '1', '110', '01', '010', '1100000', '1010', '11001', '10']",9,3.33,4.504504504504504,4.504504504504504,1.5015015015015014,2.4024024024024024,0.9009009009009009,0.9009009009009009,81.0,2.5,0.3657250349709738,False
"['001', '001010', '0', '100100', '1011', '000']",6,3.83,3.9164490861618795,2.0887728459530024,1.3054830287206265,1.3054830287206265,1.3054830287206265,0.2610966057441253,36.0,2.8666666666666667,0.0008437400512652815,False
"['01', '10011', '010', '1']",4,2.75,1.8181818181818181,2.181818181818182,1.0909090909090908,0.7272727272727273,0.36363636363636365,0.36363636363636365,16.0,2.3333333333333335,8.537142622315729e-07,False
"['110000', '1110', '1', '0111111', '110011']",5,4.8,1.6666666666666667,3.3333333333333335,0.4166666666666667,0.625,0.625,1.4583333333333335,25.0,3.9,0.010668465130316518,False
"['1', '0', '000100', '0010', '000']",5,3.0,4.0,1.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.0,25.0,2.8,1.4068711915089268e-05,False
"['10100', '0010010', '1', '0']",4,3.5,2.571428571428571,1.4285714285714284,0.8571428571428571,1.1428571428571428,0.8571428571428571,0.0,16.0,4.0,1.072498039056814e-05,False
"['010110', '001110', '000110', '01', '0001', '0100010', '01011', '11100', '00010', '11000']",10,5.1,5.882352941176471,4.11764705882353,2.1568627450980395,1.9607843137254903,1.3725490196078431,1.1764705882352942,100.0,2.8,325183.6617842624,False
"['0111111', '1', '100111', '01111', '0', '1000', '011011', '10', '10111']",9,4.11,2.9197080291970803,6.08272506082725,1.45985401459854,1.21654501216545,0.48661800486618,2.18978102189781,81.0,3.388888888888889,31.66392011918697,False
"['00', '1001111', '0']",3,3.33,1.5015015015015014,1.5015015015015014,0.3003003003003003,0.3003003003003003,0.6006006006006006,0.6006006006006006,9.0,4.0,2.1906106931804874e-07,False
"['011', '11101', '1', '1101010', '0001', '0011', '00111', '110111']",8,4.38,2.9680365296803655,5.022831050228311,1.8264840182648405,1.1415525114155252,0.6849315068493151,1.5981735159817352,64.0,2.9285714285714284,8.786674050168534,False
"['0111', '1001101', '1', '11', '0', '00', '010', '000100', '01010', '000']",10,3.4,5.882352941176471,4.117647058823529,2.058823529411765,1.7647058823529411,1.4705882352941178,0.8823529411764706,100.0,2.9555555555555557,3.3980071576402,False
"['0000', '010110', '10100', '1', '01', '111110']",6,4.0,3.0,3.0,1.0,1.25,0.75,0.75,36.0,3.4,0.00025723731326534287,False
"['0111010', '00011', '11', '0', '01', '1010', '11010']",7,3.71,3.234501347708895,3.773584905660377,1.6172506738544474,1.6172506738544472,0.2695417789757412,1.0781671159029649,49.0,3.0,0.018105814506272338,False
"['1', '11', '0', '00101', '1111']",5,2.6,1.5384615384615383,3.4615384615384612,0.7692307692307692,0.3846153846153846,0.3846153846153846,1.1538461538461537,25.0,2.7,6.041926125786031e-06,False
"['0111', '1', '0110', '0001001', '1101', '01', '1000', '0', '010', '0100010']",10,3.7,5.675675675675675,4.324324324324324,2.432432432432432,1.8918918918918917,1.081081081081081,0.8108108108108107,100.0,3.0444444444444443,27.475145340225826,False
"['110', '11', '0', '010', '0000100', '01001', '0101101', '1111', '11000']",9,4.11,4.62287104622871,4.37956204379562,1.70316301703163,1.70316301703163,1.21654501216545,1.45985401459854,81.0,3.2777777777777777,53.84557588470008,False
"['101', '0010000', '1', '0', '110101', '0100011', '100', '01110']",8,4.12,4.368932038834951,3.6407766990291264,1.6990291262135924,1.699029126213592,1.2135922330097086,0.7281553398058253,64.0,3.642857142857143,2.8641889712429105,False
"['00001', '00111', '1', '11']",4,3.25,1.8461538461538463,2.153846153846154,0.6153846153846154,0.0,0.9230769230769231,0.6153846153846154,16.0,3.0,3.3171114452115927e-07,False
"['1', '00', '10101', '1000111', '011', '100']",6,3.5,2.8571428571428568,3.1428571428571423,1.1428571428571428,1.1428571428571428,0.8571428571428571,0.5714285714285714,36.0,3.0,0.0008493330408452119,False
"['0000', '001', '01101', '11', '1101', '0', '0011', '000', '00110']",9,3.44,5.232558139534884,3.779069767441861,1.7441860465116281,0.872093023255814,1.7441860465116281,1.4534883720930234,81.0,2.361111111111111,0.01113488616944444,False
"['1', '00000', '0110110', '11011', '000']",5,4.2,2.857142857142857,2.142857142857143,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.9523809523809523,25.0,3.8,0.0008839663186119026,False
"['0110000', '1', '11', '011100', '1001011', '0010', '1011000']",7,4.86,3.7037037037037037,3.292181069958848,1.2345679012345678,1.4403292181069958,1.2345679012345678,1.02880658436214,49.0,3.9047619047619047,3.902328595002791,False
"['1', '11', '10100', '100000', '0', '010', '0111011', '1001000', '0001011', '100', '11110']",11,4.27,5.85480093676815,5.152224824355973,1.639344262295082,2.34192037470726,1.639344262295082,1.405152224824356,121.0,3.618181818181818,50826.43588940192,False
"['110', '11', '10011', '1010', '10101', '011']",6,3.67,2.1798365122615806,3.814713896457766,1.3623978201634879,1.6348773841961854,0.2724795640326976,1.0899182561307903,36.0,1.9333333333333333,0.002509149751062051,False
"['101', '000000', '110', '001011', '00']",5,4.0,3.25,1.75,0.75,0.75,1.25,0.5,25.0,3.4,0.0005464935906751858,False
"['0111', '1', '100100', '100001', '10011', '111100', '111010', '100', '1100101']",9,4.89,4.08997955010225,4.9079754601226995,1.4314928425357873,2.044989775051125,1.6359918200408998,1.2269938650306749,81.0,3.1944444444444446,3956.0801054185645,False
"['0111', '011001', '1', '111110', '1011100', '110101', '111111', '011', '10', '11000']",10,4.6,3.2608695652173916,6.739130434782609,1.5217391304347827,1.7391304347826089,0.6521739130434783,2.3913043478260874,100.0,3.2666666666666666,13548.101212785858,False
"['0001111', '110', '0', '01', '1100']",5,3.4,2.3529411764705883,2.6470588235294117,0.5882352941176471,0.5882352941176471,0.5882352941176471,1.1764705882352942,25.0,3.3,1.3439812541401502e-05,False
"['1', '0110', '11', '10100', '0111101', '01', '10000', '111110', '10101', '010010']",10,4.3,4.4186046511627906,5.5813953488372094,2.0930232558139537,2.3255813953488373,0.9302325581395349,1.3953488372093024,100.0,3.1777777777777776,2619.3541976687297,False
"['011001', '001', '110', '001011', '1000', '0010001', '1111']",7,4.71,3.6093418259023355,3.397027600849257,1.48619957537155,1.0615711252653928,1.2738853503184715,1.061571125265393,49.0,3.0476190476190474,2.0114681244693586,False
"['00', '00111', '1', '111100']",4,3.5,1.7142857142857142,2.2857142857142856,0.2857142857142857,0.2857142857142857,0.8571428571428571,0.8571428571428571,16.0,3.6666666666666665,1.0606437849892867e-06,False
"['01101', '01', '01011', '1100', '0100011']",5,4.6,2.391304347826087,2.608695652173913,1.5217391304347827,0.8695652173913044,0.4347826086956522,0.8695652173913044,25.0,3.0,0.0029094973039266864,False
"['0110111', '111', '1', '001011', '01']",5,3.8,1.5789473684210527,3.4210526315789473,1.3157894736842104,0.5263157894736842,0.2631578947368421,1.0526315789473684,25.0,3.4,0.00019063720234279992,False
"['1', '110', '001011', '100100', '010011', '11100', '1011000', '10']",8,4.5,3.9999999999999996,3.9999999999999996,1.3333333333333335,2.0,1.3333333333333335,1.1111111111111112,64.0,3.4285714285714284,31.666359549633178,False
"['111', '11', '0001', '1011100', '0010', '10', '11000']",7,3.86,3.3678756476683938,3.6269430051813476,0.7772020725388602,1.295336787564767,1.0362694300518136,1.0362694300518136,49.0,3.0476190476190474,0.0775276106968368,False
"['101', '0101', '0', '100000', '01', '0010', '10', '11000']",8,3.38,5.0295857988165675,2.9585798816568047,1.4792899408284024,1.7751479289940828,1.183431952662722,0.2958579881656805,64.0,2.642857142857143,0.04647777252493365,False
"['0010000', '110', '0001100', '1001100', '0100', '0010', '10', '00110']",8,4.88,5.327868852459017,2.663934426229509,1.2295081967213117,1.8442622950819678,2.0491803278688527,0.819672131147541,64.0,2.8214285714285716,37.431124050110306,False
