language,length,average_word_length,frequency_of_1,frequency_of_0,frequency_of_01,frequency_of_10,frequency_of_11,frequency_of_00,entropy,special,classe
"['0', '11', '01001', '1']",4,2.25,1.7777777777777777,2.2222222222222223,0.8888888888888888,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.24273764861366715,1,2.1940768493405832e-07,False
"['010', '00', '0010', '101110', '011', '1', '010010', '01110', '001011', '101', '11110']",11,4.0,5.25,5.75,2.5,2.5,1.0,1.5,0.7359669076430556,1,1698.4316184279949,False
"['00', '0110', '000', '11', '1', '1110', '0', '1100001', '01']",9,2.89,4.844290657439446,4.1522491349480966,1.0380622837370241,1.0380622837370241,1.3840830449826989,1.3840830449826989,0.4218340289437094,0,0.0029674312850023424,False
"['010', '0100', '111010', '011101', '110', '10010', '0010010']",7,4.86,3.7037037037037037,3.2921810699588474,1.6460905349794237,2.05761316872428,0.8230452674897119,0.6172839506172839,0.9026475176711986,0,2.9439253816835103,False
"['010', '0111001', '0', '110', '00110', '11001', '10111', '01']",8,3.88,3.6082474226804124,4.381443298969073,1.8041237113402062,1.5463917525773196,0.7731958762886599,1.288659793814433,0.8107061359924913,1,0.34170556855040607,False
"['1001111', '0101', '1', '1110', '0011', '0', '11010', '1100001', '100110']",9,4.33,3.926096997690531,5.080831408775982,1.6166281755196306,1.8475750577367205,1.1547344110854503,1.6166281755196306,0.7367308248349649,0,157.5474473594633,False
"['110', '111000', '11', '1', '0011', '0', '0010110', '100010', '1110101']",9,4.11,4.13625304136253,4.8661800486618,1.4598540145985401,1.94647201946472,0.97323600973236,1.45985401459854,0.6316600414122069,0,54.69731117187699,False
"['01001', '111', '0000011', '101000', '1', '01011', '0']",7,4.0,3.75,3.25,1.5,1.0,1.0,0.75,0.5319025130757797,1,0.049239592086739344,False
"['0100', '00', '000', '0101', '000000', '000001', '001100', '1100001', '10']",9,4.44,6.756756756756756,2.2522522522522523,1.351351351351351,1.126126126126126,2.702702702702702,0.4504504504504504,0.5960916129106919,0,127.34613129047148,False
"['1101001', '000', '0011110', '1', '1110', '0', '10001', '0001101', '11000']",9,4.44,4.729729729729729,4.279279279279279,1.3513513513513513,1.5765765765765762,1.351351351351351,1.351351351351351,0.6343181912745806,1,416.9567376257231,False
"['1100', '00010', '1111000', '011', '01110', '0100101', '1110', '0', '101']",9,4.33,4.387990762124711,4.618937644341801,1.6166281755196306,1.8475750577367207,0.9237875288683602,1.3856812933025404,0.812356083775405,0,192.01330848912758,False
"['01000', '111', '0100', '1100', '001010', '11100', '00011', '01011', '11001', '10']",10,4.4,5.227272727272727,4.7727272727272725,1.8181818181818181,2.0454545454545454,1.5909090909090908,1.3636363636363635,0.833530443121966,1,2037.9041519778593,False
"['0100', '00', '11', '1', '011000', '110', '001']",7,3.0,4.0,3.0,1.0,1.0,1.3333333333333333,1.0,0.5094522323746574,1,0.00032950964019433273,False
"['0111', '1000', '0111100', '0', '101', '001', '10']",7,3.43,3.498542274052478,3.498542274052478,1.1661807580174925,1.1661807580174925,0.8746355685131194,0.8746355685131194,0.7777680075802138,0,0.0046913171849356445,False
"['01000', '00101', '0000111', '00', '1101001', '1000', '1000111', '100000', '0000010']",9,5.56,5.935251798561152,3.0575539568345333,1.4388489208633095,1.4388489208633095,2.1582733812949644,0.5395683453237411,0.7446151580149556,1,132654.15665915658,False
"['1100100', '111000', '1001011', '1001', '001010', '11111', '1', '0', '11110', '01']",10,4.4,4.318181818181818,5.6818181818181825,1.5909090909090908,2.0454545454545454,1.3636363636363635,1.5909090909090908,0.6610680201010355,1,5767.166286718136,False
"['0100', '011110', '110011', '1', '101']",5,4.0,2.0,3.0,1.0,1.0,0.5,1.0,0.7132331253245203,0,0.0002443165922704773,False
"['1110100', '1101000', '1111101', '1', '1011', '01']",6,4.67,2.1413276231263385,3.8543897216274083,1.0706638115631693,1.2847965738758031,0.4282655246252677,1.0706638115631693,0.7289011958516607,0,0.16983449561868155,False
"['10110', '1100101', '111', '1', '010101', '01']",6,4.0,2.25,3.75,1.75,1.5,0.25,0.75,0.6593631217481534,1,0.008285469876149804,False
"['100', '01001', '1001000', '10001', '11', '000', '011', '1', '11010', '1001100']",10,4.1,5.609756097560977,4.390243902439025,1.707317073170732,2.1951219512195124,1.9512195121951221,0.9756097560975611,0.6597792156073868,0,491.51070440639677,False
"['00', '100101', '1110', '10101', '101', '001', '101111', '11110', '10']",9,4.0,3.5,5.5,1.75,2.25,0.75,1.25,0.7767523226176107,0,4.703964408251489,False
"['010', '01001', '0111', '000', '11', '001000', '11111', '111010', '01011', '101']",10,4.2,4.523809523809524,5.476190476190476,2.142857142857143,1.6666666666666665,0.9523809523809523,1.4285714285714286,0.6158089237180293,1,524.811545912441,False
"['1101', '00', '10', '11', '10011', '1000111', '011111', '001001', '1001', '0010010', '0110']",11,4.45,5.168539325842697,5.842696629213484,2.2471910112359548,2.0224719101123596,1.7977528089887642,1.5730337078651684,0.7453541526561388,0,175367.39676221565,False
"['100', '0101111', '1000010', '0001111', '1010001', '10', '01']",7,5.0,3.6000000000000005,3.400000000000001,1.4000000000000001,1.4000000000000001,1.0,0.8,0.9449990347508935,1,11.155632081483303,False
"['10110', '101', '000', '110010', '1011', '1011000', '10']",7,4.29,3.4965034965034967,3.4965034965034962,1.1655011655011656,2.097902097902098,0.6993006993006993,0.9324009324009324,0.8122503841432204,1,0.45134380715406786,False
"['0010111', '01100', '11', '100111', '0', '0111110', '1', '1011', '0101100']",9,4.44,3.603603603603603,5.405405405405404,1.8018018018018016,1.5765765765765765,0.9009009009009008,1.8018018018018016,0.614900154844825,0,92.90786626763537,False
"['00', '01101', '11111', '0', '10001']",5,3.6,2.2222222222222223,2.7777777777777777,0.8333333333333334,0.5555555555555556,0.5555555555555556,0.8333333333333334,0.3883802377818674,0,2.3812492819857516e-05,False
"['01000', '1101', '1', '1100011', '0', '00110', '10111', '01']",8,3.75,3.7333333333333334,4.266666666666667,1.5999999999999999,1.3333333333333333,0.8,1.3333333333333333,0.6514141305903471,0,0.15470783017570666,False
"['100', '0001111', '11', '1000', '0011']",5,4.0,2.5,2.5,0.5,0.5,1.0,1.0,0.7429604189095749,0,0.0004496688753291011,False
"['0111', '011100', '101000', '1', '010010', '10101', '00111', '101111']",8,4.88,3.4836065573770494,4.508196721311475,1.8442622950819674,1.639344262295082,0.819672131147541,1.0245901639344264,0.7799741753907254,0,133.04399311619306,False
"['1101000', '1101', '1000000', '000001', '010010', '001', '0010000']",7,5.71,4.903677758318739,2.1015761821366024,1.2259194395796846,1.2259194395796846,1.9264448336252187,0.3502626970227671,0.780923701059339,0,535.1355152726941,False
"['100', '1100', '00', '00010', '010100', '001000', '1110', '0001010', '10']",9,4.33,6.0046189376443415,3.002309468822171,1.3856812933025404,2.3094688221709005,1.8475750577367205,0.4618937644341801,0.764771208630051,1,150.89110478218726,False
"['0', '1000', '1010000', '1']",4,3.25,2.769230769230769,1.2307692307692308,0.3076923076923077,0.9230769230769231,0.9230769230769231,0.0,0.418599673256441,0,2.297021687295426e-06,False
"['0101111', '1001001', '1', '011', '10100', '0']",6,4.0,2.75,3.25,1.5,1.25,0.75,0.75,0.6229325221850068,1,0.004322906775123525,False
"['1100', '10110', '0001', '111111', '01011', '001001', '110', '101', '0000', '00000', '10']",11,4.27,5.85480093676815,5.152224824355972,1.639344262295082,1.873536299765808,1.873536299765808,1.6393442622950822,0.6825515286847218,0,42211.96459167131,False
"['111', '01100', '010100', '1', '0100011', '0', '10']",7,3.57,3.641456582633053,3.361344537815126,1.4005602240896358,1.4005602240896358,0.8403361344537815,0.8403361344537815,0.5534963663633442,0,0.018405442513243518,False
"['111', '11', '101011', '011', '1', '1111', '1111010', '1111100', '0', '11001', '100110']",11,4.09,3.1784841075794623,7.8239608801955995,1.466992665036675,1.9559902200488999,0.7334963325183375,2.93398533007335,0.5030712181542646,0,13170.958109960302,False
"['00', '011', '101101', '0', '00110']",5,3.4,2.647058823529412,2.3529411764705883,1.1764705882352942,0.8823529411764706,0.5882352941176471,0.8823529411764706,0.5615084525127296,0,1.2622908857590145e-05,False
"['1110100', '111', '10', '111010', '1', '00000', '0010', '0001101']",8,4.38,4.109589041095891,3.8812785388127855,1.1415525114155252,1.5981735159817354,1.1415525114155252,0.9132420091324202,0.5875037788227657,1,16.32447202036253,False
"['110111', '0001', '1110', '000100', '110', '0010', '10', '01']",8,3.88,4.123711340206186,3.865979381443299,1.288659793814433,1.5463917525773196,1.0309278350515465,1.0309278350515465,0.8315218813410745,1,0.96156493591923,False
"['100', '010', '01101', '1', '001']",5,3.0,2.6666666666666665,2.333333333333333,1.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.7451676193236275,1,1.4661840557204844e-05,False
"['1111001', '0', '00001', '1101011', '1', '000111', '110', '000110', '00000']",9,4.56,4.824561403508772,4.166666666666667,1.3157894736842106,1.0964912280701755,1.5350877192982457,1.5350877192982457,0.5871956555699559,1,960.9378054881712,False
"['010', '00', '00010', '001000', '1', '1100111', '10']",7,3.71,4.3126684636118595,2.6954177897574123,1.0781671159029649,1.3477088948787062,1.3477088948787062,0.5390835579514824,0.5933381313081195,0,0.010052292174812587,False
"['100', '1100101', '111', '11011', '0101', '001', '0000010', '01']",8,4.25,4.0,4.0,1.8823529411764706,1.411764705882353,1.176470588235294,0.9411764705882353,0.7669275847016152,1,5.3556812495273896,False
"['110101', '010', '11', '1010111', '0101', '1', '01']",7,3.57,2.5210084033613445,4.481792717086835,2.2408963585434174,1.6806722689075628,0.0,0.8403361344537815,0.6713874623822301,0,0.01662487472667923,False
"['100', '01000', '1', '1011', '00011', '00110', '10']",7,3.57,3.9215686274509807,3.0812324929971986,1.1204481792717087,1.4005602240896358,1.1204481792717087,0.8403361344537815,0.7704861774729032,1,0.010658010688365898,False
"['100', '010', '000', '01101', '0101', '1110', '0', '01']",8,3.12,4.487179487179486,3.5256410256410255,1.923076923076923,1.6025641025641024,0.641025641025641,0.641025641025641,0.7023525483778476,1,0.00928228075598696,False
"['111', '1010', '110111', '001111', '1111', '111110', '0110']",7,4.71,1.6985138004246285,5.307855626326964,0.8492569002123143,1.0615711252653928,0.21231422505307856,2.1231422505307855,0.6026200967644568,1,4.8992920247300065,False
"['1010', '00', '01101', '011', '0101000', '0101010', '0', '001101', '10', '11000']",10,4.2,5.714285714285714,4.285714285714286,2.619047619047619,2.619047619047619,0.9523809523809523,0.9523809523809523,0.770854572756471,0,1155.3057183806907,False
"['010', '01111', '1100', '0100', '0011000', '1', '0001']",7,4.0,4.0,3.0,1.25,1.0,1.25,1.0,0.7322715352038213,0,0.04969939394279348,False
"['111', '110010', '0101', '010000', '1000', '00011', '0', '0110']",8,4.12,4.611650485436893,3.398058252427184,1.4563106796116503,1.4563106796116503,1.2135922330097086,0.970873786407767,0.6790313925702695,0,4.346854562070163,False
"['0100', '00', '1', '110', '0010']",5,2.8,3.2142857142857144,1.7857142857142858,0.7142857142857143,1.0714285714285714,1.0714285714285714,0.35714285714285715,0.5081704165945511,1,3.595374461744076e-06,False
"['000', '11', '011', '000011', '0', '00110', '000110', '0010', '10', '01']",10,3.4,6.1764705882352935,3.8235294117647056,1.7647058823529413,1.1764705882352942,1.7647058823529413,1.4705882352941178,0.653711622107727,1,0.7550057341314588,False
"['010', '00101', '1101', '00', '110', '0101010', '0', '0000']",8,3.62,4.972375690607735,3.0386740331491713,1.9337016574585637,1.9337016574585637,1.1049723756906078,0.5524861878453039,0.575506065382129,1,0.07613412560235208,False
"['101001', '01001', '0100', '1101110', '0011', '0', '00110', '101100', '10', '01010']",10,4.5,5.333333333333334,4.666666666666668,2.4444444444444446,2.666666666666666,1.3333333333333335,1.1111111111111112,0.858725047638977,1,9441.737228855567,False
"['101', '101110', '10', '1']",4,3.0,1.3333333333333333,2.666666666666667,0.6666666666666666,1.3333333333333333,0.0,0.3333333333333333,0.7091479170272448,0,3.0498708052682135e-06,False
"['1100', '0100110', '011011', '011', '0111000', '0', '001', '001101', '0010000']",9,4.89,5.112474437627812,3.885480572597137,2.044989775051125,1.4314928425357873,1.6359918200408998,1.4314928425357873,0.8130018392015887,1,6250.283061570515,False
"['1010', '1111', '1', '01110', '1110', '001']",6,3.5,1.9999999999999998,4.0,0.8571428571428571,1.1428571428571428,0.2857142857142857,1.1428571428571428,0.6167540921613818,0,0.0009979763748459883,False
"['010', '11101', '111', '11', '1111', '011010', '1100011', '101', '001', '10']",10,3.8,3.421052631578947,6.578947368421053,1.8421052631578945,1.8421052631578945,0.5263157894736842,2.1052631578947367,0.6462043733085083,1,41.98090981857501,False
"['01001', '11111', '1', '0000001', '01110', '1111100', '01']",7,4.57,3.063457330415755,3.9387308533916845,1.0940919037199124,0.6564551422319475,1.0940919037199124,1.0940919037199124,0.6280992194368994,0,0.796287488276321,False
"['01111', '011011', '11', '1000111', '000011', '1011000', '010101', '01']",8,5.12,3.515625,4.4921875,1.953125,1.171875,0.78125,1.5625,0.8161220043831057,1,551.5022757698173,False
"['1100', '100101', '01101', '1', '0', '101', '111110', '10']",8,3.5,3.1428571428571423,4.857142857142857,1.4285714285714284,1.9999999999999996,0.5714285714285714,1.1428571428571428,0.692408606269689,1,0.10977561373632695,False
"['100', '0100', '1111001', '11', '111010', '1110', '111110', '1011011', '10', '01']",10,4.3,3.488372093023256,6.511627906976745,1.3953488372093024,2.3255813953488373,0.6976744186046512,2.0930232558139537,0.7835411475808861,0,1970.8891338787012,False
"['01100', '1', '0001', '010011', '0', '001']",6,3.33,3.603603603603603,2.4024024024024024,1.5015015015015014,0.6006006006006006,1.2012012012012012,0.6006006006006006,0.6167540921613818,0,0.00028486881694239386,False
"['010', '111100', '00', '1', '011101', '01']",6,3.33,2.7027027027027026,3.303303303303303,1.2012012012012012,0.9009009009009009,0.6006006006006006,0.9009009009009009,0.6258145836939114,1,0.00026716923712648115,False
"['001000', '1', '011101', '0010101', '0', '101', '10']",7,3.71,3.7735849056603765,3.2345013477088944,1.8867924528301885,1.6172506738544474,0.8086253369272236,0.2695417789757412,0.6388346036845122,0,0.00543800090239692,False
"['111', '110', '11', '10011', '011101', '0', '0110']",7,3.43,2.332361516034985,4.66472303206997,1.1661807580174925,1.1661807580174925,0.29154518950437314,1.749271137026239,0.543934608937664,0,0.009797961084937934,False
"['010', '0000111', '110', '0000001', '0', '000110']",6,4.5,3.9999999999999996,1.9999999999999998,0.8888888888888888,0.6666666666666666,1.3333333333333335,0.6666666666666666,0.721964736130008,1,0.0239652629593825,False
"['11', '111', '10', '110101']",4,3.25,0.9230769230769231,3.076923076923077,0.6153846153846154,0.9230769230769231,0.0,0.9230769230769231,0.4795739585136224,0,8.44043686544906e-06,False
"['1100', '1', '001', '001101', '10001', '10111']",6,4.0,2.75,3.25,1.25,1.0,1.0,0.75,0.7685290872327534,1,0.009141373362612093,False
"['1', '011101', '1011', '0100010', '0101100', '001101']",6,5.17,2.9013539651837528,3.094777562862669,1.7408123791102514,1.353965183752418,0.5802707930367506,0.7736943907156674,0.7629871105190841,0,1.0898265883459566,False
"['100', '010', '1101', '0010', '11', '1', '000001', '0001', '0', '000010']",10,3.4,6.470588235294118,3.529411764705882,1.7647058823529413,1.4705882352941178,2.058823529411765,0.5882352941176471,0.5570470884783086,0,3.8881646154093157,False
"['0', '1000100', '1']",3,3.0,2.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.287706856188877,1,1.899453575732448e-07,False
"['010', '1100100', '0100001', '1', '01110', '10']",6,4.17,3.357314148681055,2.6378896882494005,1.1990407673860912,1.4388489208633095,0.9592326139088729,0.47961630695443647,0.7895991888516735,1,0.008092810518303205,False
"['111', '1001000', '110', '111000', '0101', '1', '010011', '0', '100011', '10']",10,3.9,4.871794871794872,5.128205128205129,1.5384615384615388,2.0512820512820515,1.2820512820512822,1.2820512820512822,0.6781416402621121,0,216.35169424493017,False
"['100', '110101', '00', '100101', '11', '010000', '000000', '1100000', '0011', '100010']",10,4.8,6.458333333333334,3.5416666666666665,1.4583333333333333,1.875,2.5000000000000004,0.8333333333333334,0.6268030492378454,1,70691.17967603613,False
"['100', '00', '011011', '010100', '110010', '1', '0', '0111111']",8,4.0,3.75,4.25,1.5,1.5,1.0,1.5,0.5433200350932246,1,1.1463209423033904,False
"['111', '1101', '1010', '00', '1', '1010001', '101', '001101', '01']",9,3.56,3.9325842696629216,5.056179775280899,2.247191011235955,1.9662921348314608,0.8426966292134832,0.8426966292134832,0.6349780105053193,0,1.948305527505109,False
